epoch,total_loss,task_loss,pde_loss,boundary_loss,field_target_loss,geom_constraint_loss,min_value_loss,field_upper_boundary_loss,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,weight_boundary,weight_field_target,weight_field_upper_boundary,weight_geom_constraint,weight_min_value,weight_pde
74,2.5759716033935547,2.797008752822876,10113.3134765625,0.5004465579986572,15.944339752197266,0.04156484827399254,0.0,6.940897583262995e-05,1.5147819519042969,1.514004111289978,1.5137124061584473,1.5137169361114502,1.5138654708862305,1.5140408277511597,2.114180564880371,2.5140466690063477,1.0750093460083008,1.075035572052002,1.075055480003357,1.5750263929367065,3.0142877101898193,3.013789415359497,3.013672113418579,3.0137710571289062,3.0139431953430176,3.0141053199768066,1.51421320438385,1.5140283107757568,1.5140072107315063,1.51393723487854,1.5137439966201782,1.5130337476730347,1.0723577737808228,0.9808158874511719,1.0066332817077637,1.097293734550476,1.0778841972351074,0.9999860525131226
75,2.5475575923919678,2.772491216659546,10113.314453125,0.5008842945098877,15.969215393066406,0.0399492047727108,0.0,3.414988532313146e-05,1.5148062705993652,1.5140249729156494,1.5137302875518799,1.5137330293655396,1.5138800144195557,1.5140535831451416,2.1141915321350098,2.514054775238037,1.0760093927383423,1.0760358572006226,1.0760560035705566,1.5760265588760376,3.014310121536255,3.013808250427246,3.013688802719116,3.0137860774993896,3.0139567852020264,3.0141170024871826,1.5142228603363037,1.5140351057052612,1.514011025428772,1.5139367580413818,1.5137361288070679,1.5130071640014648,1.0735669136047363,0.9807977080345154,1.0070075988769531,1.098863124847412,1.0789625644683838,0.9999881386756897
76,2.547933340072632,2.77677845954895,10113.314453125,0.5005032420158386,15.948317527770996,0.03836558759212494,0.0,5.5076932767406106e-05,1.5148319005966187,1.514046549797058,1.5137490034103394,1.5137501955032349,1.513896107673645,1.5140684843063354,2.1142051219940186,2.514066457748413,1.0770094394683838,1.0770361423492432,1.0770565271377563,1.5770267248153687,3.0143332481384277,3.0138280391693115,3.0137064456939697,3.0138025283813477,3.013972043991089,3.0141308307647705,1.514235496520996,1.5140457153320312,1.5140196084976196,1.5139423608779907,1.5137360095977783,1.5129905939102173,1.0747740268707275,0.980793833732605,1.0073843002319336,1.1004352569580078,1.0800421237945557,0.9999980330467224
77,2.5418994426727295,2.7746779918670654,10113.314453125,0.500732421875,15.947440147399902,0.03681472688913345,0.0,6.131159898359329e-05,1.5148590803146362,1.5140689611434937,1.5137685537338257,1.5137684345245361,1.5139135122299194,1.5140851736068726,2.1142210960388184,2.5140817165374756,1.0780094861984253,1.0780364274978638,1.078057050704956,1.5780268907546997,3.014357328414917,3.0138485431671143,3.0137248039245605,3.013820171356201,3.013988971710205,3.0141470432281494,1.5142507553100586,1.5140600204467773,1.5140329599380493,1.5139538049697876,1.5137434005737305,1.512983798980713,1.0759788751602173,0.9808034300804138,1.007763385772705,1.1020101308822632,1.0811227560043335,1.0000083446502686
78,2.5035881996154785,2.7403132915496826,10113.314453125,0.5002952218055725,15.978675842285156,0.03529514744877815,0.0,9.426832548342645e-06,1.5148838758468628,1.514089822769165,1.513786792755127,1.5137851238250732,1.5139293670654297,1.514100193977356,2.1142354011535645,2.5140950679779053,1.0790095329284668,1.0790367126464844,1.0790575742721558,1.5790270566940308,3.0143797397613525,3.0138676166534424,3.013741970062256,3.013836145401001,3.0140042304992676,3.0141613483428955,1.5142643451690674,1.5140725374221802,1.5140444040298462,1.5139633417129517,1.5137488842010498,1.5129748582839966,1.0771818161010742,0.9808100461959839,1.0081459283828735,1.1035873889923096,1.0822043418884277,1.0000115633010864
79,2.4938113689422607,2.734473466873169,10113.314453125,0.49970096349716187,15.980159759521484,0.033807940781116486,0.0,1.0184417988057248e-05,1.514906406402588,1.5141088962554932,1.513803482055664,1.5138003826141357,1.5139436721801758,1.514113426208496,2.1142477989196777,2.514106273651123,1.0800095796585083,1.080036997795105,1.0800580978393555,1.5800272226333618,3.014400005340576,3.013885021209717,3.0137574672698975,3.013850688934326,3.0140178203582764,3.014173984527588,1.5142759084701538,1.5140827894210815,1.514053463935852,1.513970136642456,1.5137509107589722,1.512961745262146,1.0783828496932983,0.9808133244514465,1.0085316896438599,1.105167031288147,1.0832871198654175,1.0000059604644775
80,2.4960248470306396,2.740612268447876,10113.314453125,0.5000653862953186,15.959700584411621,0.03235240653157234,0.0,3.18895690725185e-05,1.514929175376892,1.5141279697418213,1.5138202905654907,1.5138161182403564,1.5139586925506592,1.5141277313232422,2.1142613887786865,2.5141193866729736,1.0810096263885498,1.0810372829437256,1.0810586214065552,1.5810273885726929,3.0144202709198,3.0139026641845703,3.0137734413146973,3.0138657093048096,3.0140323638916016,3.014187812805176,1.5142890214920044,1.5140951871871948,1.514065146446228,1.5139802694320679,1.513757348060608,1.5129543542861938,1.0795822143554688,0.9808233380317688,1.0089203119277954,1.1067490577697754,1.0843709707260132,0.9999966621398926
81,2.480750322341919,2.7292659282684326,10113.314453125,0.5006721019744873,15.972672462463379,0.03092923015356064,0.0,1.908368540171068e-05,1.5149506330490112,1.5141459703445435,1.5138362646102905,1.5138312578201294,1.5139734745025635,1.5141421556472778,2.1142754554748535,2.5141334533691406,1.0820096731185913,1.0820375680923462,1.0820590257644653,1.582027554512024,3.014439582824707,3.0139191150665283,3.0137887001037598,3.013880491256714,3.0140466690063477,3.0142018795013428,1.5143026113510132,1.5141085386276245,1.5140782594680786,1.5139923095703125,1.5137662887573242,1.5129501819610596,1.0807795524597168,0.9808332324028015,1.0093117952346802,1.1083333492279053,1.0854558944702148,0.9999903440475464
82,2.476898670196533,2.7293448448181152,10113.3134765625,0.5002416968345642,15.965283393859863,0.029538065195083618,0.0,3.0056085961405188e-05,1.514971137046814,1.5141632556915283,1.5138516426086426,1.513845682144165,1.5139873027801514,1.5141552686691284,2.114287853240967,2.5141451358795166,1.0830097198486328,1.0830378532409668,1.0830594301223755,1.583027720451355,3.014457941055298,3.013935089111328,3.013803243637085,3.0138943195343018,3.0140597820281982,3.014214277267456,1.5143142938613892,1.5141193866729736,1.5140881538391113,1.5140002965927124,1.5137699842453003,1.5129387378692627,1.0819752216339111,0.9808464646339417,1.0097060203552246,1.109919786453247,1.0865418910980225,0.9999915361404419
83,2.4661858081817627,2.7225732803344727,10113.314453125,0.49901312589645386,15.963323593139648,0.028178591281175613,0.0,2.9994536816957407e-05,1.5149908065795898,1.5141799449920654,1.513866662979126,1.5138598680496216,1.514000654220581,1.5141674280166626,2.1142988204956055,2.5141549110412598,1.0840097665786743,1.0840381383895874,1.0840598344802856,1.584027886390686,3.0144755840301514,3.0139505863189697,3.013817548751831,3.0139079093933105,3.0140724182128906,3.014225482940674,1.514324426651001,1.5141279697418213,1.5140950679779053,1.5140044689178467,1.5137684345245361,1.5129200220108032,1.0831694602966309,0.9808636903762817,1.0101027488708496,1.1115082502365112,1.087628960609436,0.9999986290931702
84,2.4521923065185547,2.7125306129455566,10113.314453125,0.49983763694763184,15.97839641571045,0.026851454749703407,0.0,1.8104332411894575e-05,1.5150099992752075,1.5141957998275757,1.5138808488845825,1.5138732194900513,1.5140131711959839,1.5141788721084595,2.114309310913086,2.5141642093658447,1.0850098133087158,1.085038423538208,1.0850602388381958,1.585028052330017,3.0144925117492676,3.013965129852295,3.01383113861084,3.013920545578003,3.0140841007232666,3.0142362117767334,1.5143340826034546,1.5141361951828003,1.5141018629074097,1.514008641242981,1.5137672424316406,1.512901782989502,1.0843620300292969,0.9808768630027771,1.0105023384094238,1.1130986213684082,1.0887171030044556,1.000005841255188
85,2.447685718536377,2.711970329284668,10113.314453125,0.5011105537414551,15.968428611755371,0.02555663511157036,0.0,2.4147504518623464e-05,1.5150294303894043,1.5142120122909546,1.513895034790039,1.5138863325119019,1.5140255689620972,1.514190435409546,2.1143202781677246,2.514174461364746,1.0860098600387573,1.0860387086868286,1.086060643196106,1.5860282182693481,3.014509916305542,3.013979911804199,3.0138444900512695,3.013932943344116,3.0140957832336426,3.014247179031372,1.514344573020935,1.5141456127166748,1.5141104459762573,1.5140153169631958,1.5137693881988525,1.512887716293335,1.08555269241333,0.9808911681175232,1.0109045505523682,1.114690899848938,1.0898064374923706,1.0000079870224
86,2.433957099914551,2.702183246612549,10113.314453125,0.5008257627487183,15.973211288452148,0.024293214082717896,0.0,1.5626557797077112e-05,1.5150483846664429,1.514228105545044,1.513908863067627,1.5138989686965942,1.5140374898910522,1.5142018795013428,2.1143312454223633,2.5141849517822266,1.0870099067687988,1.0870389938354492,1.0870610475540161,1.5870283842086792,3.0145270824432373,3.0139944553375244,3.013857364654541,3.0139448642730713,3.0141072273254395,3.0142581462860107,1.5143553018569946,1.514155626296997,1.5141199827194214,1.5140234231948853,1.5137735605239868,1.512876272201538,1.08674156665802,0.9809040427207947,1.0113095045089722,1.116284966468811,1.0908968448638916,1.0000038146972656
87,2.4346799850463867,2.7068393230438232,10113.314453125,0.49991706013679504,15.978608131408691,0.02306182123720646,0.0,3.29653121298179e-05,1.5150678157806396,1.514243721961975,1.513922095298767,1.5139108896255493,1.51404869556427,1.5142123699188232,2.1143412590026855,2.5141942501068115,1.0880099534988403,1.0880392789840698,1.0880614519119263,1.5880285501480103,3.0145440101623535,3.0140085220336914,3.013869524002075,3.013956069946289,3.01411771774292,3.014268159866333,1.5143650770187378,1.5141644477844238,1.5141282081604004,1.5140303373336792,1.5137767791748047,1.5128642320632935,1.0879290103912354,0.9809128046035767,1.011716604232788,1.1178808212280273,1.091988205909729,0.9999969005584717
88,2.427910804748535,2.7039952278137207,10113.314453125,0.49919742345809937,15.962700843811035,0.021862735971808434,0.0,3.9092272345442325e-05,1.5150872468948364,1.5142590999603271,1.5139352083206177,1.5139228105545044,1.5140595436096191,1.5142221450805664,2.1143500804901123,2.5142014026641846,1.0890100002288818,1.0890395641326904,1.0890618562698364,1.5890287160873413,3.0145606994628906,3.0140223503112793,3.0138816833496094,3.013967275619507,3.014127731323242,3.014277219772339,1.5143733024597168,1.5141708850860596,1.514133095741272,1.5140327215194702,1.513773798942566,1.5128432512283325,1.0891151428222656,0.9809258580207825,1.012126088142395,1.1194782257080078,1.0930806398391724,0.999992847442627
89,2.4157094955444336,2.695725440979004,10113.314453125,0.5001240372657776,15.961886405944824,0.020695660263299942,0.0,3.0708757549291477e-05,1.5151063203811646,1.5142744779586792,1.5139483213424683,1.5139344930648804,1.51406991481781,1.5142309665679932,2.1143574714660645,2.514206647872925,1.0900100469589233,1.090039849281311,1.0900622606277466,1.5900288820266724,3.0145773887634277,3.014036178588867,3.0138938426971436,3.0139780044555664,3.014137029647827,3.014285087585449,1.514379858970642,1.5141750574111938,1.5141350030899048,1.5140310525894165,1.5137653350830078,1.5128142833709717,1.0902998447418213,0.9809432029724121,1.0125377178192139,1.121077060699463,1.0941743850708008,0.9999943971633911
90,2.399752140045166,2.683708429336548,10113.314453125,0.5008399486541748,15.982312202453613,0.019560595974326134,0.0,1.378520937578287e-05,1.5151246786117554,1.514289140701294,1.5139604806900024,1.5139453411102295,1.5140796899795532,1.5142395496368408,2.1143648624420166,2.5142123699188232,1.0910100936889648,1.0910401344299316,1.0910626649856567,1.5910290479660034,3.0145933628082275,3.0140490531921387,3.0139050483703613,3.0139882564544678,3.014146089553833,3.0142929553985596,1.5143866539001465,1.5141798257827759,1.5141377449035645,1.5140305757522583,1.5137583017349243,1.512786865234375,1.0914828777313232,0.980953574180603,1.0129520893096924,1.1226774454116821,1.0952690839767456,0.9999998807907104
91,2.4170002937316895,2.704892635345459,10113.314453125,0.5002390146255493,15.94255256652832,0.018457282334566116,0.0,6.286315328907222e-05,1.515147089958191,1.5143073797225952,1.513976812362671,1.513960838317871,1.5140948295593262,1.5142542123794556,2.1143791675567627,2.514226198196411,1.0920101404190063,1.0920404195785522,1.092063069343567,1.5920292139053345,3.014612913131714,3.014065742492676,3.013920545578003,3.014003276824951,3.014160633087158,3.0143070220947266,1.5144003629684448,1.5141929388046265,1.5141503810882568,1.5140416622161865,1.5137653350830078,1.5127769708633423,1.0926645994186401,0.9809783697128296,1.0133678913116455,1.1242791414260864,1.0963648557662964,1.000004768371582
92,2.394273042678833,2.6861135959625244,10113.314453125,0.5000057220458984,15.961925506591797,0.017386246472597122,0.0,3.588630352169275e-05,1.515170931816101,1.5143264532089233,1.5139939785003662,1.5139775276184082,1.5141112804412842,1.5142704248428345,2.1143953800201416,2.51424241065979,1.0930101871490479,1.0930407047271729,1.093063473701477,1.5930293798446655,3.0146334171295166,3.0140833854675293,3.013936996459961,3.01401948928833,3.014176607131958,3.0143229961395264,1.514416217803955,1.5142086744308472,1.5141661167144775,1.51405668258667,1.5137770175933838,1.512772798538208,1.0938448905944824,0.981005847454071,1.0137858390808105,1.1258820295333862,1.0974618196487427,1.0000053644180298
93,2.382894515991211,2.678680658340454,10113.314453125,0.5000839829444885,15.96190071105957,0.01634746603667736,0.0,2.9653678211616352e-05,1.5151945352554321,1.5143461227416992,1.5140115022659302,1.5139940977096558,1.5141270160675049,1.5142853260040283,2.1144096851348877,2.514256000518799,1.0940102338790894,1.0940409898757935,1.0940638780593872,1.5940295457839966,3.0146543979644775,3.014101505279541,3.013953685760498,3.01403546333313,3.0141916275024414,3.0143373012542725,1.5144298076629639,1.514221429824829,1.5141781568527222,1.5140668153762817,1.5137823820114136,1.5127596855163574,1.0950238704681396,0.9810357093811035,1.014206051826477,1.127486228942871,1.0985597372055054,1.0000015497207642
94,2.3776113986968994,2.677339553833008,10113.314453125,0.5000988841056824,15.957637786865234,0.015340207144618034,0.0,3.425200338824652e-05,1.5152182579040527,1.5143667459487915,1.514029860496521,1.514011025428772,1.514142632484436,1.5142993927001953,2.11442232131958,2.5142672061920166,1.0950102806091309,1.095041275024414,1.0950642824172974,1.5950297117233276,3.014676094055176,3.014120578765869,3.0139710903167725,3.0140514373779297,3.0142061710357666,3.014350175857544,1.5144414901733398,1.5142314434051514,1.5141866207122803,1.514072299003601,1.5137814283370972,1.512737512588501,1.0962015390396118,0.9810695648193359,1.0146284103393555,1.129091501235962,1.0996589660644531,0.9999967217445374
95,2.359694719314575,2.6633665561676025,10113.314453125,0.49992820620536804,15.982871055603027,0.014364974573254585,0.0,1.414397956978064e-05,1.515241026878357,1.5143859386444092,1.5140469074249268,1.5140267610549927,1.5141570568084717,1.514312505722046,2.114434242248535,2.514277935028076,1.0960103273391724,1.0960415601730347,1.0960646867752075,1.5960298776626587,3.0146963596343994,3.0141382217407227,3.0139870643615723,3.014066219329834,3.0142197608947754,3.014362335205078,1.514452576637268,1.5142409801483154,1.5141947269439697,1.5140776634216309,1.5137804746627808,1.5127153396606445,1.0973780155181885,0.9810934066772461,1.0150535106658936,1.1306976079940796,1.1007591485977173,0.9999947547912598
96,2.3496878147125244,2.657294988632202,10113.314453125,0.5001663565635681,15.977985382080078,0.013421989046037197,0.0,9.79969718173379e-06,1.5152627229690552,1.5144041776657104,1.5140631198883057,1.5140419006347656,1.5141713619232178,1.5143258571624756,2.1144468784332275,2.5142898559570312,1.0970103740692139,1.0970418453216553,1.0970650911331177,1.5970300436019897,3.0147156715393066,3.0141549110412598,3.014002561569214,3.014080762863159,3.014233350753784,3.0143749713897705,1.5144644975662231,1.514251947402954,1.514204740524292,1.5140854120254517,1.5137825012207031,1.512696385383606,1.0985532999038696,0.9811106324195862,1.0154812335968018,1.1323047876358032,1.1018604040145874,0.9999967813491821
97,2.364346981048584,2.6758859157562256,10113.314453125,0.5012545585632324,15.961773872375488,0.012511014007031918,0.0,4.701706347987056e-05,1.5152872800827026,1.5144246816635132,1.5140804052352905,1.5140571594238281,1.5141849517822266,1.5143380165100098,2.114457607269287,2.514299154281616,1.0980104207992554,1.0980421304702759,1.0980654954910278,1.5980302095413208,3.014737606048584,3.0141732692718506,3.0140182971954346,3.014094829559326,3.0142459869384766,3.0143861770629883,1.5144745111465454,1.514260172843933,1.5142112970352173,1.5140888690948486,1.5137789249420166,1.5126696825027466,1.0997270345687866,0.9811303019523621,1.0159105062484741,1.1339129209518433,1.102962851524353,1.000001072883606
98,2.3524012565612793,2.6678740978240967,10113.314453125,0.5006204843521118,15.960960388183594,0.011632050387561321,0.0,4.020752021460794e-05,1.5153130292892456,1.5144462585449219,1.5140981674194336,1.5140724182128906,1.5141980648040771,1.5143489837646484,2.114466667175293,2.514305830001831,1.0990104675292969,1.0990424156188965,1.099065899848938,1.5990303754806519,3.014760971069336,3.0141923427581787,3.0140342712402344,3.014108657836914,3.0142576694488525,3.0143957138061523,1.5144823789596558,1.5142654180526733,1.514214038848877,1.5140873193740845,1.5137685537338257,1.5126333236694336,1.1008994579315186,0.9811525940895081,1.0163419246673584,1.135521650314331,1.1040663719177246,1.0000038146972656
99,2.332584857940674,2.6519908905029297,10113.314453125,0.49944502115249634,15.9739408493042,0.010784897953271866,0.0,1.9310187781229615e-05,1.515338659286499,1.5144675970077515,1.5141161680221558,1.5140880346298218,1.514211654663086,1.5143603086471558,2.114475965499878,2.514312744140625,1.1000105142593384,1.100042700767517,1.1000663042068481,1.600030541419983,3.0147838592529297,3.014211416244507,3.0140507221221924,3.01412296295166,3.0142695903778076,3.0144054889678955,1.5144903659820557,1.5142707824707031,1.5142167806625366,1.5140856504440308,1.5137580633163452,1.5125975608825684,1.1020710468292236,0.9811699390411377,1.0167754888534546,1.1371310949325562,1.1051709651947021,1.0000032186508179
100,2.325094223022461,2.648423910140991,10113.314453125,0.4997633397579193,15.972103118896484,0.009969962760806084,0.0,1.7865837435238063e-05,1.5153642892837524,1.5144888162612915,1.514134407043457,1.5141043663024902,1.5142260789871216,1.514372706413269,2.1144864559173584,2.5143210887908936,1.1010105609893799,1.1010428667068481,1.1010667085647583,1.601030707359314,3.0148065090179443,3.014230489730835,3.0140676498413086,3.0141379833221436,3.014282464981079,3.014416456222534,1.5144996643066406,1.514277696609497,1.5142213106155396,1.514086127281189,1.5137500762939453,1.5125640630722046,1.1032415628433228,0.981183648109436,1.017211675643921,1.1387412548065186,1.1062767505645752,0.9999997615814209
101,2.3222384452819824,2.649484157562256,10113.314453125,0.5009474754333496,15.978849411010742,0.009187220595777035,0.0,2.1443176592583768e-05,1.515390157699585,1.5145100355148315,1.514151930809021,1.5141195058822632,1.5142390727996826,1.5143836736679077,2.1144955158233643,2.5143280029296875,1.1020106077194214,1.1020430326461792,1.1020671129226685,1.602030873298645,3.014829635620117,3.014249324798584,3.0140833854675293,3.0141515731811523,3.014293909072876,3.0144259929656982,1.5145076513290405,1.5142830610275269,1.5142242908477783,1.5140849351882935,1.5137401819229126,1.5125283002853394,1.1044107675552368,0.9811903238296509,1.0176500082015991,1.1403517723083496,1.1073834896087646,0.9999967217445374
102,2.3115878105163574,2.642740488052368,10113.314453125,0.5006605386734009,15.97781753540039,0.008436123840510845,0.0,1.5265566617017612e-05,1.5154154300689697,1.5145310163497925,1.5141688585281372,1.5141336917877197,1.5142509937286377,1.5143934488296509,2.1145033836364746,2.514333486557007,1.103010654449463,1.1030431985855103,1.1030675172805786,1.603031039237976,3.014852523803711,3.014267683029175,3.0140984058380127,3.0141642093658447,3.0143043994903564,3.014434337615967,1.514514446258545,1.5142871141433716,1.5142258405685425,1.5140820741653442,1.513728380203247,1.512489676475525,1.1055787801742554,0.9811910390853882,1.0180907249450684,1.1419627666473389,1.1084914207458496,0.9999964833259583
103,2.3122079372406006,2.6472628116607666,10113.314453125,0.5000953078269958,15.975822448730469,0.007717220112681389,0.0,2.8803315217373893e-05,1.5154424905776978,1.514552116394043,1.5141856670379639,1.5141476392745972,1.5142626762390137,1.514403223991394,2.114511489868164,2.5143392086029053,1.1040107011795044,1.1040433645248413,1.1040679216384888,1.6040312051773071,3.014875888824463,3.0142860412597656,3.014113187789917,3.014176607131958,3.014314651489258,3.0144429206848145,1.514521598815918,1.5142916440963745,1.514228105545044,1.5140801668167114,1.513717770576477,1.5124518871307373,1.106745719909668,0.9811874628067017,1.01853346824646,1.1435741186141968,1.10960054397583,0.9999988079071045
104,2.3046345710754395,2.643588066101074,10113.314453125,0.4999123513698578,15.981115341186523,0.007030167151242495,0.0,2.653129013197031e-05,1.5154707431793213,1.5145729780197144,1.5142018795013428,1.5141608715057373,1.5142735242843628,1.5144121646881104,2.114518880844116,2.5143442153930664,1.105010747909546,1.1050435304641724,1.105068325996399,1.6050313711166382,3.014899253845215,3.014303684234619,3.014127254486084,3.014188051223755,3.014324188232422,3.014450788497925,1.5145281553268433,1.5142954587936401,1.5142297744750977,1.51407790184021,1.5137072801589966,1.5124156475067139,1.1079119443893433,0.9811770915985107,1.0189781188964844,1.1451857089996338,1.1107107400894165,1.0000016689300537
105,2.2921371459960938,2.6349809169769287,10113.314453125,0.5001776218414307,15.972609519958496,0.006375444587320089,0.0,1.617079760762863e-05,1.5154979228973389,1.5145937204360962,1.5142179727554321,1.5141738653182983,1.5142838954925537,1.5144201517105103,2.1145248413085938,2.5143473148345947,1.1060107946395874,1.1060436964035034,1.106068730354309,1.6060315370559692,3.0149223804473877,3.0143213272094727,3.014141321182251,3.0141992568969727,3.0143327713012695,3.0144572257995605,1.5145330429077148,1.5142971277236938,1.5142287015914917,1.5140721797943115,1.5136921405792236,1.512372374534607,1.1090770959854126,0.98116534948349,1.0194252729415894,1.1467974185943604,1.1118220090866089,1.0000027418136597
106,2.283013105392456,2.62974214553833,10113.314453125,0.5005192160606384,15.986624717712402,0.005752428434789181,0.0,8.779912604950368e-06,1.5155236721038818,1.514613389968872,1.5142329931259155,1.5141856670379639,1.5142931938171387,1.5144271850585938,2.114530086517334,2.5143496990203857,1.107010841369629,1.1070438623428345,1.1070691347122192,1.6070317029953003,3.014944314956665,3.0143380165100098,3.0141541957855225,3.014209270477295,3.014340400695801,3.014462947845459,1.5145372152328491,1.5142982006072998,1.514227271080017,1.5140663385391235,1.5136772394180298,1.5123298168182373,1.110241174697876,0.9811446666717529,1.0198748111724854,1.1484092473983765,1.1129343509674072,1.0000014305114746
107,2.291409969329834,2.6420109272003174,10113.314453125,0.49994155764579773,15.958444595336914,0.00516157504171133,0.0,3.745102367247455e-05,1.5155543088912964,1.5146371126174927,1.5142524242401123,1.5142022371292114,1.5143076181411743,1.5144399404525757,2.114541530609131,2.514359951019287,1.1080108880996704,1.1080440282821655,1.1080695390701294,1.6080318689346313,3.014970541000366,3.0143587589263916,3.014171600341797,3.0142242908477783,3.0143532752990723,3.014474630355835,1.5145479440689087,1.5143072605133057,1.514235258102417,1.5140717029571533,1.5136759281158447,1.5123035907745361,1.1114044189453125,0.9811318516731262,1.020326018333435,1.1500211954116821,1.114047884941101,0.9999986290931702
108,2.2815520763397217,2.6360292434692383,10113.314453125,0.49978095293045044,15.965276718139648,0.004602732136845589,0.0,3.011419903486967e-05,1.515588641166687,1.5146636962890625,1.5142748355865479,1.5142219066619873,1.5143251419067383,1.514455795288086,2.114556312561035,2.514374017715454,1.109010934829712,1.1090441942214966,1.10906982421875,1.6090320348739624,3.0149996280670166,3.0143823623657227,3.0141918659210205,3.014242172241211,3.014369249343872,3.0144894123077393,1.5145621299743652,1.5143201351165771,1.5142476558685303,1.5140820741653442,1.5136802196502686,1.512283205986023,1.1125668287277222,0.9811224341392517,1.0207791328430176,1.1516329050064087,1.1151624917984009,0.9999971389770508
109,2.267139434814453,2.625495433807373,10113.314453125,0.5001860857009888,15.976383209228516,0.00407602172344923,0.0,1.3160399248590693e-05,1.5156207084655762,1.5146888494491577,1.5142958164215088,1.5142401456832886,1.514340877532959,1.5144693851470947,2.1145682334899902,2.5143842697143555,1.1100109815597534,1.1100443601608276,1.1100701093673706,1.6100322008132935,3.0150270462036133,3.014404535293579,3.0142109394073486,3.014258623123169,3.014383316040039,3.0145015716552734,1.514573097229004,1.514328956604004,1.5142548084259033,1.5140857696533203,1.513675570487976,1.5122498273849487,1.1137282848358154,0.9811098575592041,1.0212345123291016,1.1532443761825562,1.1162781715393066,0.9999979734420776
110,2.2599611282348633,2.6221930980682373,10113.314453125,0.5001481771469116,15.978992462158203,0.0035810780245810747,0.0,1.0125929293280933e-05,1.5156506299972534,1.5147125720977783,1.5143154859542847,1.5142569541931152,1.5143550634384155,1.5144809484481812,2.1145777702331543,2.5143914222717285,1.111011028289795,1.1110445261001587,1.1110703945159912,1.6110323667526245,3.0150530338287354,3.01442551612854,3.014228582382202,3.0142736434936523,3.0143954753875732,3.0145115852355957,1.5145812034606934,1.5143343210220337,1.514257788658142,1.5140841007232666,1.5136637687683105,1.5122060775756836,1.1148890256881714,0.981093168258667,1.0216922760009766,1.1548558473587036,1.1173949241638184,1.000000238418579
111,2.265404462814331,2.631507635116577,10113.314453125,0.5001036524772644,15.96737003326416,0.003118267050012946,0.0,2.9892113161622547e-05,1.5156850814819336,1.5147390365600586,1.5143376588821411,1.514276385307312,1.5143721103668213,1.5144959688186646,2.114591360092163,2.514403820037842,1.1120110750198364,1.1120446920394897,1.1120706796646118,1.6120325326919556,3.0150821208953857,3.014448881149292,3.0142486095428467,3.014291286468506,3.0144107341766357,3.0145254135131836,1.5145938396453857,1.5143452882766724,1.5142676830291748,1.514090895652771,1.513662338256836,1.5121742486953735,1.116048812866211,0.9810794591903687,1.0221517086029053,1.1564668416976929,1.1185129880905151,1.0000017881393433
112,2.2576770782470703,2.6276512145996094,10113.314453125,0.5001996159553528,15.968259811401367,0.00268746679648757,0.0,2.5337267288705334e-05,1.5157221555709839,1.5147671699523926,1.5143615007400513,1.5142978429794312,1.5143917798995972,1.514514446258545,2.114609479904175,2.5144221782684326,1.1130074262619019,1.1130411624908447,1.1130672693252563,1.6130290031433105,3.015113115310669,3.0144739151000977,3.014270544052124,3.0143110752105713,3.0144290924072266,3.014543056488037,1.5146113634109497,1.5143626928329468,1.5142855644226074,1.5141077041625977,1.5136734247207642,1.5121573209762573,1.1172077655792236,0.9810680747032166,1.0226131677627563,1.158077359199524,1.1196320056915283,1.0000015497207642
113,2.246366024017334,2.620209217071533,10113.314453125,0.5004855394363403,15.97805118560791,0.0022901371121406555,0.0,1.308808168687392e-05,1.5157586336135864,1.5147954225540161,1.5143849849700928,1.5143183469772339,1.514410138130188,1.5145312547683716,2.1146254539489746,2.5144379138946533,1.113993763923645,1.114027738571167,1.1140539646148682,1.6140154600143433,3.015144109725952,3.014498710632324,3.014291763305664,3.0143299102783203,3.0144460201263428,3.014558792114258,1.5146266222000122,1.5143773555755615,1.5143002271652222,1.5141206979751587,1.5136797428131104,1.5121335983276367,1.11836576461792,0.9810532331466675,1.0230767726898193,1.1596873998641968,1.120752215385437,0.9999997615814209
114,2.2402915954589844,2.6179964542388916,10113.314453125,0.5001772046089172,15.976433753967285,0.0019280066480860114,0.0,1.1921816621907055e-05,1.5157932043075562,1.5148228406906128,1.5144075155258179,1.5143376588821411,1.5144269466400146,1.5145459175109863,2.1146388053894043,2.5144498348236084,1.1149646043777466,1.114998698234558,1.1150250434875488,1.6149864196777344,3.015174150466919,3.0145227909088135,3.0143120288848877,3.0143473148345947,3.014461040496826,3.0145721435546875,1.514638900756836,1.5143879652023315,1.5143097639083862,1.5141271352767944,1.5136773586273193,1.5120974779129028,1.119523048400879,0.981036365032196,1.0235427618026733,1.1612968444824219,1.1218734979629517,0.9999982714653015
