epoch,total_loss,task_loss,pde_loss,boundary_loss,field_target_loss,geom_constraint_loss,min_value_loss,field_upper_boundary_loss,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,weight_boundary,weight_field_target,weight_field_upper_boundary,weight_geom_constraint,weight_min_value,weight_pde
15,3.6664631366729736,3.6939072608947754,10113.3125,0.6944152116775513,15.949193954467773,0.19358116388320923,0.0,0.00024393580679316074,1.5095546245574951,1.509291648864746,1.5091968774795532,1.5092294216156006,1.5093255043029785,1.5094335079193115,2.1095221042633057,2.5094962120056152,1.016003131866455,1.016006588935852,1.0160090923309326,1.5160053968429565,3.009394884109497,3.009218454360962,3.0091986656188965,3.0092716217041016,3.0093793869018555,3.0094802379608154,1.5095511674880981,1.5095049142837524,1.5095112323760986,1.5095051527023315,1.5094696283340454,1.5093246698379517,1.0006861686706543,1.004367470741272,0.9940389394760132,1.0146414041519165,1.016128659248352,1.0001893043518066
16,3.776472330093384,3.8062617778778076,10113.3125,0.7238655686378479,15.832304954528809,0.1900750994682312,0.0,0.000421446340624243,1.5098721981048584,1.5095875263214111,1.5094815492630005,1.5095113515853882,1.509609341621399,1.509721040725708,2.1098132133483887,2.509779453277588,1.0170034170150757,1.0170073509216309,1.01701021194458,1.5170059204101562,3.009699821472168,3.009506940841675,3.0094809532165527,3.009553909301758,3.00966477394104,3.0097694396972656,1.5098434686660767,1.5097877979278564,1.5097919702529907,1.5097826719284058,1.5097410678863525,1.509580373764038,1.0015558004379272,1.0040159225463867,0.9939064383506775,1.015764832496643,1.0171452760696411,1.0000101327896118
17,3.9845616817474365,4.016664028167725,10113.3125,0.7352823615074158,15.797759056091309,0.1866002380847931,0.0,0.0007954160100780427,1.5101712942123413,1.5098623037338257,1.509744644165039,1.5097719430923462,1.5098719596862793,1.5099869966506958,2.110081911087036,2.510040283203125,1.0180037021636963,1.0180081129074097,1.0180113315582275,1.518006443977356,3.0099844932556152,3.0097739696502686,3.0097415447235107,3.009814977645874,3.0099289417266846,3.0100367069244385,1.5101127624511719,1.5100476741790771,1.5100491046905518,1.510035753250122,1.5099867582321167,1.5098081827163696,1.002456545829773,1.0036336183547974,0.9937987327575684,1.0169028043746948,1.0181629657745361,0.9998429417610168
18,3.8180651664733887,3.852529764175415,10113.3125,0.7172468900680542,15.85335922241211,0.18315908312797546,0.0,0.0005585192702710629,1.5104527473449707,1.5101171731948853,1.509987473487854,1.5100126266479492,1.5101149082183838,1.5102328062057495,2.1103296279907227,2.5102803707122803,1.0190038681030273,1.0190088748931885,1.019012451171875,1.5190069675445557,3.0102500915527344,3.0100207328796387,3.0099823474884033,3.010056257247925,3.0101730823516846,3.0102834701538086,1.5103607177734375,1.5102864503860474,1.5102849006652832,1.5102671384811401,1.5102101564407349,1.5100128650665283,1.0033894777297974,1.0032085180282593,0.9937164187431335,1.0180549621582031,1.0191816091537476,0.999763011932373
19,3.538081407546997,3.575021982192993,10113.3125,0.672711968421936,15.914816856384277,0.17974913120269775,0.0,0.00017212641250807792,1.5107111930847168,1.5103507041931152,1.510210633277893,1.5102347135543823,1.510339617729187,1.5104604959487915,2.1105594635009766,2.5105037689208984,1.0200040340423584,1.0200096368789673,1.0200135707855225,1.5200074911117554,3.010493278503418,3.010246992111206,3.0102040767669678,3.010279417037964,3.010399103164673,3.010512113571167,1.5105907917022705,1.5105088949203491,1.510504961013794,1.5104835033416748,1.5104197263717651,1.510205626487732,1.0043612718582153,1.0027296543121338,0.9936625957489014,1.0192209482192993,1.0202014446258545,0.9997968673706055
20,3.6126625537872314,3.6522181034088135,10113.3125,0.6219260692596436,15.848777770996094,0.176371231675148,0.0,0.00043317099334672093,1.5109492540359497,1.5105677843093872,1.5104202032089233,1.5104448795318604,1.5105538368225098,1.5106792449951172,2.1107819080352783,2.5107223987579346,1.0210041999816895,1.0210102796554565,1.02101469039917,1.521008014678955,3.01071834564209,3.010458469390869,3.01041316986084,3.010491371154785,3.010615348815918,3.010732650756836,1.5108143091201782,1.5107274055480957,1.5107231140136719,1.5107005834579468,1.5106335878372192,1.5104085206985474,1.0053755044937134,1.0022234916687012,0.99363112449646,1.0204006433486938,1.0212221145629883,0.9999168515205383
21,3.7438740730285645,3.7861790657043457,10113.3125,0.5927774310112,15.822853088378906,0.17302456498146057,0.0,0.0007480470812879503,1.5111730098724365,1.5107735395431519,1.5106204748153687,1.510647177696228,1.5107614994049072,1.5108929872512817,2.1110010147094727,2.510939359664917,1.0220043659210205,1.0220109224319458,1.0220158100128174,1.5220085382461548,3.0109307765960693,3.01065993309021,3.0106136798858643,3.0106959342956543,3.0108258724212646,3.01094913482666,1.5110352039337158,1.5109449625015259,1.5109422206878662,1.5109211206436157,1.5108544826507568,1.5106240510940552,1.0064284801483154,1.0017025470733643,0.9936161041259766,1.0215935707092285,1.022243857383728,1.0000628232955933
22,3.6059775352478027,3.651108741760254,10113.3125,0.5784559845924377,15.879630088806152,0.16971153020858765,0.0,0.0005539387348107994,1.5113813877105713,1.5109657049179077,1.5108082294464111,1.510837435722351,1.5109573602676392,1.5110952854156494,2.1112091541290283,2.5111451148986816,1.0230045318603516,1.023011565208435,1.0230168104171753,1.5230090618133545,3.0111289024353027,3.0108482837677,3.0108017921447754,3.0108885765075684,3.0110249519348145,3.0111544132232666,1.5112452507019043,1.5111515522003174,1.5111509561538696,1.511132001876831,1.5110667943954468,1.5108325481414795,1.00751531124115,1.001153588294983,0.9936187863349915,1.0227994918823242,1.0232665538787842,1.0001672506332397
23,3.413536787033081,3.4614858627319336,10113.3125,0.5757256150245667,15.936738014221191,0.16642975807189941,0.0,0.00024214081349782646,1.5115705728530884,1.5111403465270996,1.5109789371490479,1.5110105276107788,1.5111355781555176,1.5112791061401367,2.1113977432250977,2.5113308429718018,1.0240046977996826,1.0240122079849243,1.0240178108215332,1.5240095853805542,3.0113089084625244,3.011019706726074,3.0109729766845703,3.011064052581787,3.0112059116363525,3.011340618133545,1.5114355087280273,1.5113376379013062,1.5113383531570435,1.5113205909729004,1.5112550258636475,1.5110143423080444,1.0086301565170288,1.0005662441253662,0.9936421513557434,1.0240180492401123,1.0242903232574463,1.0001860857009888
24,3.473843574523926,3.5245447158813477,10113.3125,0.58399498462677,15.849682807922363,0.16318000853061676,0.0,0.00036836398066952825,1.5117461681365967,1.5113019943237305,1.5111366510391235,1.5111701488494873,1.51129949092865,1.5114476680755615,2.111570119857788,2.511500120162964,1.0250048637390137,1.0250128507614136,1.0250188112258911,1.525010108947754,3.0114755630493164,3.0111780166625977,3.0111310482025146,3.011225461959839,3.0113720893859863,3.0115110874176025,1.5116088390350342,1.5115066766738892,1.5115077495574951,1.5114893913269043,1.5114208459854126,1.5111690759658813,1.0097668170928955,0.9999710917472839,0.9936826825141907,1.0252491235733032,1.0253151655197144,1.0001192092895508
25,3.5361053943634033,3.5895133018493652,10113.3125,0.5813549757003784,15.831443786621094,0.15996231138706207,0.0,0.0005108891054987907,1.5119144916534424,1.5114552974700928,1.5112850666046143,1.511319875717163,1.5114529132843018,1.511604905128479,2.1117300987243652,2.5116567611694336,1.0260050296783447,1.0260134935379028,1.026019811630249,1.5260106325149536,3.011634349822998,3.0113275051116943,3.011279582977295,3.0113768577575684,3.0115275382995605,3.011669635772705,1.5117692947387695,1.5116627216339111,1.5116631984710693,1.5116428136825562,1.5115690231323242,1.5113025903701782,1.010921835899353,0.9993769526481628,0.9937371015548706,1.0264922380447388,1.0263409614562988,1.000004529953003
26,3.3893563747406006,3.445465326309204,10113.3125,0.5708301663398743,15.890661239624023,0.15677741169929504,0.0,0.00029340729815885425,1.5120742321014404,1.511598825454712,1.511423110961914,1.5114587545394897,1.5115948915481567,1.5117497444152832,2.1118767261505127,2.5117998123168945,1.0270051956176758,1.027014136314392,1.027020812034607,1.5270111560821533,3.0117838382720947,3.0114669799804688,3.0114173889160156,3.01151704788208,3.0116708278656006,3.0118155479431152,1.511916160583496,1.5118049383163452,1.5118043422698975,1.511781096458435,1.511701226234436,1.5114187002182007,1.0120939016342163,0.9987683892250061,0.9938076138496399,1.027747392654419,1.0273678302764893,0.9998980164527893
27,3.2444653511047363,3.3033101558685303,10113.3125,0.5556739568710327,15.939288139343262,0.1536237895488739,0.0,8.91454765223898e-05,1.5122207403182983,1.5117301940917969,1.5115500688552856,1.5115867853164673,1.511725902557373,1.5118836164474487,2.1120126247406006,2.511932849884033,1.0280053615570068,1.0280147790908813,1.0280218124389648,1.5280115604400635,3.011920690536499,3.011594772338867,3.0115442276000977,3.0116465091705322,3.011803150177002,3.0119504928588867,1.512052297592163,1.5119373798370361,1.5119363069534302,1.511911153793335,1.511826753616333,1.5115306377410889,1.0132825374603271,0.998135507106781,0.9938957691192627,1.0290138721466064,1.028395652770996,0.999848484992981
28,3.3130269050598145,3.3746824264526367,10113.3125,0.5331681966781616,15.878182411193848,0.15050293505191803,0.0,0.0002850741730071604,1.5123569965362549,1.5118547677993774,1.5116719007492065,1.5117104053497314,1.511852741241455,1.5120137929916382,2.1121456623077393,2.512063980102539,1.029005527496338,1.0290154218673706,1.0290228128433228,1.5290119647979736,3.0120491981506348,3.011716842651367,3.0116665363311768,3.0117714405059814,3.0119316577911377,3.012082099914551,1.512186050415039,1.512068510055542,1.5120681524276733,1.5120428800582886,1.5119563341140747,1.511650800704956,1.0144885778427124,0.9975011348724365,0.9939975142478943,1.0302916765213013,1.0294245481491089,0.9998741745948792
29,3.3375470638275146,3.402125358581543,10113.3125,0.5236696004867554,15.875232696533203,0.14741338789463043,0.0,0.000372427050024271,1.5124863386154175,1.5119749307632446,1.5117905139923096,1.5118309259414673,1.5119764804840088,1.512141227722168,2.112276554107666,2.512193202972412,1.030005693435669,1.0300160646438599,1.0300238132476807,1.5300124883651733,3.012172222137451,3.0118353366851807,3.0117857456207275,3.0118932723999023,3.012057065963745,3.012211322784424,1.5123181343078613,1.5121982097625732,1.5121991634368896,1.5121749639511108,1.5120880603790283,1.5117758512496948,1.0157103538513184,0.996868908405304,0.994110643863678,1.0315805673599243,1.0304546356201172,0.999956488609314
30,3.210965394973755,3.278559446334839,10113.3125,0.5182589888572693,15.943340301513672,0.1443566083908081,0.0,0.00017925663269124925,1.5126065015792847,1.5120869874954224,1.5119010210037231,1.5119428634643555,1.5120911598205566,1.5122592449188232,2.1123979091644287,2.512312173843384,1.031005859375,1.0310167074203491,1.0310248136520386,1.5310128927230835,3.012286901473999,3.011945962905884,3.0118966102600098,3.0120062828063965,3.0121731758117676,3.012331008911133,1.51244056224823,1.512317419052124,1.5123194456100464,1.5122959613800049,1.5122082233428955,1.5118886232376099,1.0169458389282227,0.9962210059165955,0.9942371249198914,1.0328800678253174,1.0314855575561523,1.0000519752502441
31,3.1571006774902344,3.2277419567108154,10113.3125,0.5136175155639648,15.923564910888672,0.14133112132549286,0.0,0.00012168939429102466,1.512715220451355,1.5121878385543823,1.5120004415512085,1.5120435953140259,1.5121943950653076,1.5123653411865234,2.11250638961792,2.512417793273926,1.032006025314331,1.0320173501968384,1.0320258140563965,1.5320132970809937,3.012390375137329,3.012045383453369,3.011996269226074,3.012108087539673,3.012277603149414,3.0124382972717285,1.512549877166748,1.512423038482666,1.512425184249878,1.5124009847640991,1.512310266494751,1.511979341506958,1.0181933641433716,0.9955676198005676,0.9943770170211792,1.034190058708191,1.0325175523757935,1.0001139640808105
32,3.1997947692871094,3.2734758853912354,10113.3125,0.5136896967887878,15.891603469848633,0.13833768665790558,0.0,0.00022540552890859544,1.512818694114685,1.512282133102417,1.5120925903320312,1.5121368169784546,1.5122897624969482,1.512463092803955,2.1126058101654053,2.512514352798462,1.033006191253662,1.0330179929733276,1.0330266952514648,1.5330137014389038,3.0124878883361816,3.0121378898620605,3.0120885372161865,3.012202262878418,3.01237416267395,3.0125367641448975,1.5126497745513916,1.5125192403793335,1.512520670890808,1.5124943256378174,1.512398600578308,1.5120530128479004,1.0194504261016846,0.9949218034744263,0.9945276975631714,1.0355101823806763,1.033550500869751,1.000115156173706
33,3.1286513805389404,3.20534610748291,10113.3125,0.5063962936401367,15.921821594238281,0.13537700474262238,0.0,0.0001368540688417852,1.512915849685669,1.5123701095581055,1.5121783018112183,1.512223482131958,1.512378454208374,1.5125536918640137,2.1126978397369385,2.512603521347046,1.0340063571929932,1.034018635749817,1.0340275764465332,1.534014105796814,3.0125789642333984,3.012223958969116,3.012174367904663,3.0122897624969482,3.0124638080596924,3.0126280784606934,1.5127419233322144,1.5126079320907593,1.5126081705093384,1.5125789642333984,1.512477159500122,1.512115716934204,1.0207163095474243,0.9942765235900879,0.9946898221969604,1.0368403196334839,1.0345845222473145,1.0000602006912231
34,3.0708353519439697,3.1505138874053955,10113.3125,0.5031407475471497,15.959322929382324,0.13244764506816864,0.0,6.298294465523213e-05,1.5130046606063843,1.5124504566192627,1.512256383895874,1.5123023986816406,1.5124592781066895,1.5126365423202515,2.1127822399139404,2.512686252593994,1.0350065231323242,1.0350191593170166,1.0350284576416016,1.5350145101547241,3.012662172317505,3.0123023986816406,3.0122525691986084,3.012369394302368,3.012545585632324,3.012711763381958,1.5128268003463745,1.5126904249191284,1.5126903057098389,1.5126594305038452,1.512553334236145,1.5121793746948242,1.0219899415969849,0.9936228394508362,0.9948639273643494,1.0381801128387451,1.0356197357177734,0.9999806880950928
35,3.168595314025879,3.2512500286102295,10113.3125,0.5054131150245667,15.868110656738281,0.1295510083436966,0.0,0.0002649376983754337,1.5130889415740967,1.5125267505645752,1.512331247329712,1.5123788118362427,1.5125385522842407,1.5127190351486206,2.112867593765259,2.51277232170105,1.0360066890716553,1.0360196828842163,1.03602933883667,1.5360149145126343,3.0127410888671875,3.0123772621154785,3.0123279094696045,3.0124471187591553,3.0126264095306396,3.0127956867218018,1.5129131078720093,1.5127768516540527,1.512778878211975,1.5127495527267456,1.5126440525054932,1.5122658014297485,1.0232689380645752,0.9929937124252319,0.9950459003448486,1.0395292043685913,1.0366557836532593,0.9999179244041443
36,3.1077122688293457,3.1934030055999756,10113.3125,0.5034247636795044,15.889413833618164,0.1266857236623764,0.0,0.00018476559489499778,1.5131676197052002,1.5125988721847534,1.5124026536941528,1.5124520063400269,1.5126148462295532,1.5127991437911987,2.1129515171051025,2.5128583908081055,1.0370068550109863,1.037020206451416,1.0370302200317383,1.5370153188705444,3.012814998626709,3.012448310852051,3.012399911880493,3.012521743774414,3.012704610824585,3.0128777027130127,1.512998342514038,1.5128637552261353,1.5128695964813232,1.5128443241119385,1.5127427577972412,1.5123659372329712,1.0245524644851685,0.9923829436302185,0.9952365756034851,1.0408875942230225,1.0376930236816406,0.9999020099639893
37,3.1053009033203125,3.1941115856170654,10113.3125,0.5022204518318176,15.907224655151367,0.12385314702987671,0.0,0.0002056419471045956,1.5132441520690918,1.512671709060669,1.5124748945236206,1.5125244855880737,1.5126887559890747,1.5128753185272217,2.113030433654785,2.5129387378692627,1.0380070209503174,1.0380207300186157,1.0380311012268066,1.5380157232284546,3.0128886699676514,3.0125205516815186,3.012471914291382,3.012594699859619,3.012779474258423,3.0129551887512207,1.5130783319473267,1.5129445791244507,1.512953758239746,1.5129320621490479,1.512834072113037,1.512458086013794,1.0258395671844482,0.9917859435081482,0.9954351186752319,1.0422548055648804,1.0387312173843384,0.9999372363090515
38,3.0560271739959717,3.148038864135742,10113.3125,0.5004618763923645,15.906896591186523,0.12105260044336319,0.0,0.0001474631135351956,1.5133155584335327,1.5127424001693726,1.5125460624694824,1.512595772743225,1.5127605199813843,1.5129482746124268,2.113105058670044,2.5130138397216797,1.0390071868896484,1.0390212535858154,1.039031982421875,1.5390161275863647,3.0129590034484863,3.012591600418091,3.012542963027954,3.0126659870147705,3.0128514766693115,3.013028860092163,1.5131535530090332,1.5130200386047363,1.5130317211151123,1.513012409210205,1.5129166841506958,1.512539029121399,1.0271294116973877,0.9912042617797852,0.9956420063972473,1.043630599975586,1.039770483970642,1.000001311302185
39,3.079070806503296,3.1743433475494385,10113.3125,0.5011385679244995,15.95410442352295,0.11828342080116272,0.0,0.0002056609810097143,1.5133860111236572,1.5128076076507568,1.512610673904419,1.512660264968872,1.5128253698349,1.5130141973495483,2.1131722927093506,2.5130813121795654,1.0400073528289795,1.0400217771530151,1.0400328636169434,1.540016531944275,3.0130252838134766,3.0126562118530273,3.0126073360443115,3.012730360031128,3.0129165649414062,3.0130953788757324,1.5132213830947876,1.5130876302719116,1.5131012201309204,1.513083577156067,1.512988805770874,1.5126076936721802,1.0284209251403809,0.9906235933303833,0.9958557486534119,1.0450148582458496,1.0408107042312622,1.0000590085983276
40,3.0785603523254395,3.1771013736724854,10113.3134765625,0.499970018863678,15.944587707519531,0.11554693430662155,0.0,0.00023232160310726613,1.5134570598602295,1.512868881225586,1.5126696825027466,1.512718677520752,1.5128840208053589,1.5130736827850342,2.1132328510284424,2.513141632080078,1.0410075187683105,1.0410223007202148,1.0410337448120117,1.541016936302185,3.013089179992676,3.0127158164978027,3.0126657485961914,3.012788772583008,3.0129754543304443,3.013155221939087,1.513282299041748,1.5131479501724243,1.5131628513336182,1.513145923614502,1.51305091381073,1.5126643180847168,1.02971351146698,0.9900497794151306,0.9960755705833435,1.0464074611663818,1.0418521165847778,1.0000805854797363
